"job_id","job_title","location","salary_currency","salary_min","salary_max","website","highest_ed","years_exp","continent","country","skills"
"41730","stage de fin detudes consultante data management","France",NA,NA,NA,"ai-jobs.net","master",NA,"Europe","France","apis, architecture, aws, azure, big data, business intelligence, consulting, data management, data studio, gcp, hadoop, informatica, power bi, snowflake, tableau, communication, api, teradata"
"41732","subsurface data management developer","United States","USD",56000,105000,"ai-jobs.net",NA,NA,"Americas","United States","agile, consulting, data management, etl, javascript, kanban, net, oracle, power bi, python, rdbms, sql, programming, optimization, oracle database, scripting, project management"
"41622","cp master data analyst","India","USD",92000,130000,"ai-jobs.net","master",5,"Asia","India","data analysis, data analytics, data management, dataops, data quality, engineering, security, communication"
"41669","machine learning intern","France",NA,NA,NA,"ai-jobs.net",NA,NA,"Europe","France","aws, computer vision, deep learning, gcp, git, gpu, machine learning, mathematics, ml models, prototyping, python, pytorch, research, communication, optimization, tensorflow, cloud computing"
"41699","consumer insight analyst","United States","USD",63000,117000,"ai-jobs.net","master",5,"Americas","United States","ann, architecture, autonomous driving, machine learning, market research, privacy, r&d, research, testing, collaboration, storytelling"
"41660","business intelligence engineer ww amazon logistics","Japan","USD",55000,102000,"ai-jobs.net","bachelor",3,"Asia","Japan","business analytics, business intelligence, computer science, data quality, data warehousing, engineering, etl, mysql, qlikview, quicksight, redshift, research, sql, statistics, business acumen, data engineering, tableau, data modeling, project management"
"41656","data analyst","Hungary","USD",62000,135000,"ai-jobs.net",NA,5,"Europe","Hungary","data pipelines, data visualization, excel, pipelines, python, r, sql, predictive analytics, data collection, automation, tableau, google analytics, google tag manager, google sheets"
"41601","senior data engineer with java or scala","India","USD",115000,180000,"ai-jobs.net","master",3,"Asia","India","agile, clustering, computer science, data governance, data mining, db2, engineering, git, hadoop, hbase, mysql, nosql, scala, spark, statistical modeling, statistics, data engineering, decision trees, business acumen"
"41692","data scientist","Spain","USD",129000,185000,"ai-jobs.net",NA,4,"Europe","Spain","airflow, amplitude, aws, big data, d3, data analysis, data analytics, data pipelines, data visualization, devops, elasticsearch, engineering, genetics, looker, machine learning, mathematics, matplotlib, model training, pipelines, predictive modeling, python, research, spark, sql, statistics, tableau, programming, data processing, testing, communication"
"41697","senior data scientist","Japan","USD",129000,185000,"ai-jobs.net","phd",10,"Asia","Japan","athena, aws, big data, business intelligence, computer science, data warehousing, deep learning, elasticnet, lightgbm, machine learning, mathematics, matlab, mysql, nlp, oracle, phd, python, r, research, sagemaker, sas, security, sql, statistics, c++, programming, scripting, data science, xgboost, leadership"
"41611","es data engineer","Spain","USD",95000,171000,"ai-jobs.net",NA,NA,"Europe","Spain","aws, databricks, net, power bi, pyspark, qlik, snowflake, sql, tableau"
"41718","data engineer for real estate insurance projects","Poland","USD",73000,120000,"ai-jobs.net",NA,2,"Europe","Poland","agile, airflow, aws, azure, docker, e commerce, engineering, fintech, gcp, lambda, oop, python, scrum, data engineering, snowflake, collaboration, programming, data structure, agile methodologies"
"41705","senior data engineer",NA,"USD",115000,180000,"ai-jobs.net","bachelor",5,NA,NA,"airflow, architecture, aws, ci/cd, computer science, dagster, databricks, data pipelines, data visualization, data warehouse, devops, docker, elt, engineering, etl, flink, github, golang, grafana, hadoop, helm, kafka, kinesis, kubernetes, looker, mpp, olap, pipelines, postgresql, power bi, pyspark, python, react, redash, redshift, research, ruby, scala, snowflake, spark, streaming, superset, tableau, data engineering, data science, data processing, c, terraform"
"41642","senior azure data architect wdatabricks empower remoteus based","United States","USD",62000,115000,"ai-jobs.net",NA,8,"Americas","United States","apis, aws, azure, databricks, data pipelines, engineering, microservices, pipelines, python, scala, spark, leadership, data science, data modeling, api, sql"
"41595","artificial intelligence programmer fhnb new project","France","USD",39000,73000,"ai-jobs.net",NA,NA,"Europe","France","c++, communication"
"41603","data engineer for machine learning in computer vision robotics","Poland","USD",115000,180000,"ai-jobs.net",NA,2,"Europe","Poland","agile, big data, ci/cd, computer science, computer vision, engineering, industrial, machine learning, mathematics, ml models, python, pytorch, research, robotics, data engineering, data cleaning, statistics, communication"
"41698","product manager solutions architect data scienceanalytics","United States","USD",1e+05,145000,"ai-jobs.net",NA,5,"Americas","United States","airflow, aws, azure, ci/cd, databricks, devops, engineering, etl, gcp, javascript, mathematics, nosql, python, snowflake, spark, business acumen, data science, data engineering, communication, net, sql"
"41727","sr solutions architect big data","United States","USD",2e+05,215000,"ai-jobs.net",NA,NA,"Americas","United States","agile, architecture, aws, azure, big data, consulting, data analytics, data governance, engineering, excel, gcp, hadoop, python, scala, security, data engineering, testing, automation, data processing, data security, communication, problem solving"
"41619","quality data analyst and reporting expert mwdiv","Germany","USD",92000,130000,"ai-jobs.net",NA,NA,"Europe","Germany","julia"
"41608","data engineer","Netherlands","USD",61000,135000,"ai-jobs.net",NA,NA,"Europe","Netherlands","azure, databricks, data pipelines, data warehouse, etl, machine learning, nlp, pipelines, python, sql, ssis, data science"
"41503","principal data engineer","United States","USD",69000,128000,"ai-jobs.net","bachelor",6,"Americas","United States","architecture, aws, big data, data pipelines, data quality, data visualization, ec2, elt, engineering, hadoop, mysql, pipelines, python, quicksight, rdbms, redshift, ruby, scala, spark, sql, collaboration, scripting, tableau"
"41590","lead data manager","United Kingdom","USD",62000,115000,"ai-jobs.net",NA,3,"Europe","United Kingdom","biology, data management, oracle, research, communication, data collection, testing, data validation"
"41568","data quality analyst","United States","USD",64000,72000,"ai-jobs.net","bachelor",NA,"Americas","United States","architecture, data quality, python, rdbms, sql, data processing, leadership, communication, ssis"
"41500","azure data engineer",NA,"USD",62000,115000,"ai-jobs.net","phd",5,NA,NA,"agile, apis, architecture, azure, computer science, consulting, consulting firm, databricks, dataflow, dataops, data pipelines, data visualization, data warehouse, docker, elt, engineering, etl, json, linux, phd, pipelines, power bi, python, security, snowflake, spark, sql, streaming, data engineering, data science, bioinformatics, programming, api, communication, teradata"
"41618","data analyst hr","United Kingdom","USD",92000,130000,"ai-jobs.net",NA,2,"Europe","United Kingdom","data analytics, data studio, data visualization, engineering, gcp, google cloud, looker, python, sql, storytelling, problem solving"
"41613","sr cybersecurity engineer hadoop data engineering","India","USD",115000,180000,"ai-jobs.net","phd",5,"Asia","India","airflow, apis, architecture, computer science, data pipelines, engineering, hadoop, hbase, hdfs, kafka, machine learning, mathematics, oozie, phd, pipelines, python, security, spark, statistics, data engineering, leadership, superset, automation, communication"
"41561","applied data scientist","India","USD",50000,177000,"ai-jobs.net",NA,NA,"Asia","India","big data, engineering, excel, github, hadoop, mathematics, r, sql, statistics, tableau, data driven decision making, problem solving, communication, storytelling, hypothesis testing"
"41586","big data engineer analytics","India","USD",30000,60000,"ai-jobs.net",NA,3,"Asia","India","agile, banking, big data, computer science, data analytics, data management, data pipelines, data visualization, data warehousing, engineering, fintech, javascript, kafka, kubernetes, mathematics, microservices, physics, pipelines, power bi, python, qlik, scrum, snowflake, sql, streaming, tableau, business acumen, collaboration, communication, problem solving, programming, scripting, terraform"
"41488","summer internship machine learning engineer intern platform mission us","United States",NA,NA,NA,"ai-jobs.net","phd",NA,"Americas","United States","a/b testing, agile, cassandra, classification, data quality, flink, hadoop, kafka, machine learning, matlab, nlp, phd, python, r, scala, spark, statistics, streaming, optimization, reinforcement learning, testing, data processing, collaboration, creativity"
"41636","developpeur etl hf","France","USD",243800,NA,"ai-jobs.net",NA,NA,"Europe","France","etl, sql, xml, communication"
"41615","data engineer","South Africa","USD",73000,120000,"ai-jobs.net",NA,5,"Africa","South Africa","architecture, data analysis, data governance, data quality, data warehouse, excel, jira, power bi, python, qlikview, security, sql, ssis, unstructured data, data validation, automation, microsoft office, project management, leadership, communication, problem solving"
"41577","analytics engineering manager","Canada","USD",110000,184000,"ai-jobs.net",NA,5,"Americas","Canada","a/b testing, databricks, data warehouse, engineering, fivetran, genetics, machine learning, model deployment, pipelines, python, r, sql, data collection, statistics, optimization"
"41621","data analyst bi hf","France","USD",92000,130000,"ai-jobs.net",NA,NA,"Europe","France","data quality, power bi, r, r&d, sql"
"41565","senior data scientist","Brazil","USD",56000,120000,"ai-jobs.net",NA,NA,"Americas","Brazil","agile, architecture, aws, azure, computer science, data analysis, data mining, data pipelines, data quality, engineering, gcp, google cloud, keras, machine learning, mathematics, model design, nlp, pipelines, predictive maintenance, python, pytorch, scikit learn, sql, statistics, data driven decision making, communication, tensorflow"
"41514","data management developer lead","United States","USD",113000,130000,"ai-jobs.net","master",6,"Americas","United States","agile, architecture, aws, azure, big data, business intelligence, consulting, data analysis, data management, data warehouse, db2, engineering, etl, gcp, hadoop, informatica, jira, nonprofit, oracle, perl, power bi, python, rdbms, sql, ssis, tableau, data integration, leadership, talend, microsoft sql server, programming, automation, scripting, communication"
"41552","data science manager multiple vacancies","United States","USD",144000,240000,"ai-jobs.net","master",2,"Americas","United States","architecture, aws, azure, business analytics, data analysis, data analytics, data mining, eda, machine learning, mathematics, predictive modeling, python, r, rdbms, research, scala, sql, data science, data cleaning, machine learning algorithms, travel, statistics, statistical analysis"
"41549","senior data scientist tssci clearance","United States","USD",129000,185000,"ai-jobs.net","phd",NA,"Americas","United States","agile, architecture, big data, data analytics, data governance, data mining, data visualization, hadoop, machine learning, nonprofit, phd, python, research, security, statistics, aggregation, statistical analysis, leadership, data science, unstructured data, open source, cloud computing"
"41609","senior data engineer it development lead","Poland","USD",115000,180000,"ai-jobs.net","master",NA,"Europe","Poland","airflow, apis, architecture, data management, devops, etl, javascript, nodejs, rdbms, react, rest api, spark, communication, unstructured data, programming"
"41490","junior machine learning engineer plantin","Ukraine","USD",30000,108000,"ai-jobs.net",NA,NA,"Europe","Ukraine","apis, aws, computer vision, data quality, docker, ec2, git, linux, machine learning, mongodb, pandas, python, pytorch, api"
"41513","data management architect","United States","USD",113000,130000,"ai-jobs.net",NA,NA,"Americas","United States","architecture, consulting, data management, data warehouse, db2, etl, hdfs, linux, nonprofit, open source, testing"
"41510","data engineer managed service","United Kingdom","USD",115000,180000,"ai-jobs.net",NA,NA,"Europe","United Kingdom","aws, consulting, data warehousing, engineering, etl, ms sql, oracle, power bi, sql, tableau, problem solving, data engineering, oracle database, trifacta"
"41505","senior data engineer europe","Netherlands","USD",115000,180000,"ai-jobs.net",NA,5,"Europe","Netherlands","airflow, aws, azure, data pipelines, data warehouse, engineering, etl, gcp, kubernetes, mariadb, pipelines, postgresql, privacy, python, redshift, security, tableau, travel, creativity, data engineering, terraform, programming, data modeling"
"41497","staff software engineer core data engineering","United States","USD",115000,180000,"ai-jobs.net",NA,NA,"Americas","United States","architecture, big data, databricks, engineering, etl, genetics, icml, machine learning, pandas, pipelines, postgresql, python, research, snowflake, spark, sql, data engineering, data science, problem solving, testing, automation, communication, collaboration"
"41493","group data bi developer","New Zealand","USD",45000,84000,"ai-jobs.net",NA,5,"Oceania","New Zealand","azure, business intelligence, computer science, data management, excel, power bi, sql, collaboration, ux, communication"
"41614","data engineer melbourne sydney","Australia","USD",115000,180000,"ai-jobs.net","master",3,"Oceania","Australia","agile, ansible, architecture, avro, aws, bitbucket, classification, computer science, consulting, data analysis, data analytics, data governance, data management, data pipelines, data strategy, devops, docker, engineering, json, machine learning, nodejs, open source, parquet, php, pipelines, python, security, data security, data wrangling, teaching, data science, data engineering, programming, net, data storage"
"41553","senior data scientist mfx onsite or remote in germany","Germany","USD",129000,185000,"ai-jobs.net",NA,NA,"Europe","Germany","a/b testing, agile, apis, aws, bayesian, computer science, crypto, data analytics, deep learning, ecs, engineering, finance, fintech, lambda, machine learning, mathematics, matplotlib, ml models, mlops, nlp, pipelines, plotly, python, pytorch, recommender systems, sagemaker, scikit learn, statistics, terraform, testing, transformers, data science, optimization, unstructured data, programming, machine learning algorithms, natural language processing, project management, problem solving, teamwork, api"
"41575","etl engineer","United States","USD",69000,128000,"ai-jobs.net","bachelor",NA,"Americas","United States","agile, aws, computer science, databricks, engineering, etl, linux, microservices, oracle, postgresql, python, research, scala, security, spark, sql, scripting, communication"
"41600","data engineer","Norway","USD",115000,180000,"ai-jobs.net",NA,5,"Europe","Norway","airflow, aws, banking, blockchain, crypto, databricks, data pipelines, engineering, machine learning, pipelines, pyspark, python, spark, streaming, data processing, data modeling, data storage, communication, open source"
"41489","staff machine learning engineer technical lead search recommendation","Canada","USD",131000,201000,"ai-jobs.net","phd",5,"Americas","Canada","computer science, e commerce, elasticsearch, engineering, genetics, machine learning, ml models, model inference, nosql, phd, communication, programming, curiosity"
"41511","data engineer","Denmark","USD",73000,120000,"ai-jobs.net",NA,NA,"Europe","Denmark","agile, apis, architecture, aws, big data, business intelligence, computer science, computer vision, dataops, data quality, data warehouse, devops, docker, ecs, engineering, lambda, linux, machine learning, microservices, nosql, pipelines, python, radar, redshift, sql, data engineering, data science, automation, cloud computing, testing, api"
"41544","new grad data science technology development program","United States","USD",44000,81000,"ai-jobs.net",NA,NA,"Americas","United States","big data, business intelligence, computer science, consulting, distributed systems, engineering, excel, looker, machine learning, oracle, power bi, predictive modeling, python, r, redshift, sql, statistics, data analytics, data science, data engineering, data driven decision making, leadership, problem solving, communication, oracle database, tableau"
"41566","research engineer quantum optimisation algorithms","United Kingdom","USD",150000,249000,"ai-jobs.net","master",NA,"Europe","United Kingdom","engineering, industrial, mathematics, numpy, physics, python, quantum algorithms, research, collaboration"
"41508","senior data engineer","Netherlands","USD",115000,180000,"ai-jobs.net",NA,6,"Europe","Netherlands","agile, airflow, aws, bigquery, computer science, dagster, data pipelines, docker, elt, engineering, etl, flink, gcp, git, hadoop, kafka, kubernetes, machine learning, pipelines, pulsar, python, rabbitmq, rdbms, redshift, snowflake, spark, sql, streaming, creativity, data engineering, data modeling, data processing, communication, critical thinking, typescript, collaboration"
"41606","data engineer mfd","Germany","USD",115000,180000,"ai-jobs.net",NA,3,"Europe","Germany","agile, airflow, azure, big data, business intelligence, databricks, data warehouse, distributed systems, economics, etl, git, jira, kafka, pipelines, pyspark, python, rdbms, spark, data integration, streaming, unstructured data"
"41578","head of analytics engineering","Canada","USD",150000,2e+05,"ai-jobs.net",NA,5,"Americas","Canada","a/b testing, databricks, data warehouse, engineering, fivetran, genetics, machine learning, model deployment, pipelines, python, r, sql, data collection, statistics, optimization"
"41499","data engineer","United Kingdom","USD",115000,180000,"ai-jobs.net","bachelor",5,"Europe","United Kingdom","architecture, athena, aws, computer science, data management, kinesis, pipelines, python, redshift, scala, security, data security, testing, scripting, leadership, communication, problem solving"
"41495","aiml specialist sa manager wwso emea aiml specialist sa","Germany","USD",62000,115000,"ai-jobs.net",NA,10,"Europe","Germany","architecture, aws, consulting, deep learning, machine learning, privacy, sas, cloud computing, communication, leadership, security"
"41481","scientist iii computational biology ngs","United States","USD",69000,128000,"ai-jobs.net","phd",3,"Americas","United States","aws, biology, data analysis, data mining, data visualization, genetics, machine learning, pipelines, python, r, research, bioinformatics, leadership, data integration, phd, data processing, statistical analysis, programming, communication, statistics"
"41539","senior vision engineer english version","Canada","USD",69000,128000,"ai-jobs.net","bachelor",3,"Americas","Canada","architecture, c++, deep learning, engineering, industrial, opencv, communication, c, c#, python, travel"
"41504","data engineering manager","Canada","USD",79000,153000,"ai-jobs.net",NA,5,"Americas","Canada","a/b testing, databricks, data warehouse, engineering, fivetran, genetics, machine learning, model deployment, pipelines, python, r, sql, data collection, statistics, optimization"
"41602","senior data engineer governance","United Kingdom","USD",115000,180000,"ai-jobs.net",NA,NA,"Europe","United Kingdom","airflow, apis, aws, ci/cd, data governance, data warehouse, engineering, looker, monte carlo, pipelines, python, snowflake, sql, api, programming, terraform"
"41506","sr data engineer","Portugal","USD",115000,180000,"ai-jobs.net","master",3,"Europe","Portugal","airflow, apis, architecture, big data, ci/cd, computer science, data pipelines, data warehouse, docker, engineering, etl, gcp, google cloud, kubernetes, nonprofit, pipelines, privacy, python, scala, security, snowflake, data engineering, business acumen, programming, api, spark, automation"
"41470","senior data scientist computer vision and mlops","Canada","USD",129000,185000,"ai-jobs.net","phd",NA,"Americas","Canada","aws, bigquery, caffe, computer science, computer vision, deep learning, docker, economics, engineering, gcp, google cloud, keras, kubernetes, machine learning, mathematics, ml models, mlops, opencv, physics, pytorch, sql, tensorflow, risk modeling, data science, neural network, testing, phd"
"41523","hr data analyst","Canada","USD",62000,115000,"ai-jobs.net",NA,5,"Americas","Canada","business analytics, data analysis, data analytics, excel, finance, fintech, leadership, collaboration"
"41509","data engineer fh","France","USD",115000,180000,"ai-jobs.net",NA,NA,"Europe","France","airflow, apis, azure, big data, cassandra, dynamodb, elt, etl, hadoop, hbase, hdfs, kafka, matillion, mongodb, neo4j, nosql, pipelines, python, scala, spark, api, talend, communication"
"41576","senior data integrity specialist sales operations administration","India","USD",55000,102000,"ai-jobs.net","master",5,"Asia","India","data governance, data quality, excel, security, tableau, talend, data integration, testing, business acumen, problem solving, communication, leadership"
"41480","ai product evangelist remote us","United States","USD",62000,115000,"ai-jobs.net","bachelor",3,"Americas","United States","computer science, computer vision, engineering, machine learning, natural language processing, communication"
"41569","data developer intern","United States",NA,NA,NA,"ai-jobs.net",NA,2,"Americas","United States","leadership, critical thinking, problem solving, communication"
"41535","energy cx data analyst lead","United Kingdom","USD",92000,130000,"ai-jobs.net",NA,NA,"Europe","United Kingdom","cx, data analysis, data analytics, data studio, gcp, looker, python, sql, statistics, terraform, ux, curiosity, leadership, storytelling, problem solving"
"41592","power bi developer","Slovakia","USD",62000,115000,"ai-jobs.net","bachelor",3,"Europe","Slovakia","azure, business intelligence, computer science, data analysis, data quality, data visualization, data warehousing, finance, machine learning, power bi, scrum, security, communication, automation, sql, data modeling, data validation, machine learning algorithms, predictive analytics, problem solving"
"41564","junior data scientist","Brazil","USD",39000,1e+05,"ai-jobs.net",NA,NA,"Americas","Brazil","agile, architecture, aws, azure, computer science, data analysis, data mining, data pipelines, data quality, engineering, gcp, google cloud, keras, machine learning, mathematics, model design, nlp, pipelines, predictive maintenance, python, pytorch, scikit learn, sql, statistics, data driven decision making, communication, tensorflow"
"41538","data visualization manager","Portugal","USD",51000,94000,"ai-jobs.net",NA,5,"Europe","Portugal","agile, data pipelines, data studio, data visualization, pipelines, power bi, leadership, problem solving, tableau, communication"
"41471","senior data scientist computer vision","Canada","USD",129000,185000,"ai-jobs.net","phd",NA,"Americas","Canada","aws, bigquery, computer science, computer vision, deep learning, docker, economics, engineering, gcp, google cloud, keras, kubernetes, machine learning, mathematics, ml models, opencv, physics, pytorch, research, sql, risk modeling, data science, leadership, cross validation, machine learning algorithms, neural network, testing, phd"
"41594","artificial intelligence programmer wmnb new project","France","USD",39000,73000,"ai-jobs.net",NA,NA,"Europe","France","c++, communication"
"41607","senior data analyst data engineer all genders","Germany","USD",92000,130000,"ai-jobs.net",NA,NA,"Europe","Germany","bigquery, computer science, data warehouse, git, kpis, mathematics, r, r&d, sql, statistics, collaboration, communication, leadership, c"
"41501","data engineer","United States","USD",65000,124000,"ai-jobs.net",NA,6,"Americas","United States","apis, architecture, aws, ci/cd, computer science, data analytics, data pipelines, ec2, engineering, etl, gitlab, hadoop, jira, microservices, pipelines, privacy, python, redshift, research, rest api, spark, sql, tableau, collaboration, communication, testing, automation, microsoft sql server, programming"
"41560","data scientist",NA,"USD",129000,185000,"ai-jobs.net","phd",2,NA,NA,"ann, classification, computer science, data management, deep learning, elasticsearch, keras, machine learning, mathematics, neo4j, pandas, phd, physics, privacy, python, pytorch, research, rnn, scikit learn, security, sql, statistics, testing, data science, data security, communication, hypothesis testing, optimization, logistic regression, random forests, unstructured data"
"41623","data analyst melbourne sydney","Australia","USD",62000,135000,"ai-jobs.net","master",3,"Oceania","Australia","agile, ansible, architecture, aws, bitbucket, classification, consulting, data analysis, data analytics, data governance, data management, data strategy, devops, engineering, machine learning, nodejs, open source, php, pipelines, power bi, python, quicksight, security, sql, tableau, data security, data wrangling, teaching, programming, net, data engineering, data science"
"41583","senior data analyst","United States","USD",106000,180000,"ai-jobs.net",NA,8,"Americas","United States","business intelligence, computer science, data analysis, data quality, data visualization, economics, excel, finance, machine learning, mathematics, power bi, snowflake, sql, statistics, curiosity, automation, open source, tableau"
"41484","senior machine learning engineer economy","United States","USD",131000,201000,"ai-jobs.net","phd",5,"Americas","United States","computer science, data analysis, data pipelines, engineering, genetics, machine learning, mathematics, physics, pipelines, phd, statistics"
"41496","sql data engineer","United States","USD",65000,80000,"ai-jobs.net","bachelor",2,"Americas","United States","agile, architecture, business intelligence, data governance, dataops, etl, itil, pipelines, research, sdlc, sql, ssis, business acumen, communication, problem solving, data integration, project management, t sql, microsoft sql server, leadership"
"41492","head of data science","United Kingdom","USD",125840,158510,"ai-jobs.net",NA,NA,"Europe","United Kingdom","architecture, aws, data pipelines, deep learning, engineering, gpt, machine learning, ml models, nlp, data science, leadership, pipelines, travel"
"41534","senior associate data analytics l","India","USD",40000,75000,"ai-jobs.net","master",NA,"Asia","India","agile, consulting, data analytics, engineering, excel, javascript, kpis, problem solving, creativity, google tag manager, optimization, testing, collaboration, automation, communication"
"41579","analytics engineer","Netherlands","USD",110000,184000,"ai-jobs.net",NA,3,"Europe","Netherlands","agile, airflow, aws, bigquery, ci/cd, computer science, dagster, data pipelines, data visualization, devops, django, docker, econometrics, engineering, flask, flink, gcp, git, kubernetes, mathematics, metabase, pipelines, python, r, redshift, scrum, snowflake, spark, sql, statistics, streaming, superset, tableau, creativity, testing, data modeling, communication, data processing, collaboration"
"41625","data analyst","Poland","USD",42000,60000,"ai-jobs.net",NA,NA,"Europe","Poland","big data, business intelligence, data analytics, data governance, data management, etl, pipelines, power bi, python, r, sql, optimization, automation, collaboration, risk modeling"
"41556","lead data scientist",NA,"USD",40000,61000,"ai-jobs.net","bachelor",NA,NA,NA,"airflow, aws, deep learning, engineering, etl, fastai, finance, gcp, horovod, industrial, machine learning, mlflow, ml models, mlops, model training, oop, open source, python, pytorch, research, spark, optimization, data science, data processing, leadership, stem, programming, google analytics"
"41494","powerbi developer","Philippines","USD",45000,84000,"ai-jobs.net",NA,7,"Asia","Philippines","agile, azure, data warehousing, php, power bi, scrum, sdlc, security, sql, ssis, testing, t sql"
"41458","data scientist","United Kingdom","USD",90000,173000,"ai-jobs.net","phd",3,"Europe","United Kingdom","a/b testing, aws, azure, computer science, gcp, git, github, gitlab, julia, machine learning, mathematics, ml models, nlp, phd, python, r, sql, statistics, stem, automation, natural language processing, data science, leadership, programming, communication"
"41519","medical director clinical development alzheimers disease data analysis","United States","USD",207000,310000,"ai-jobs.net","phd",NA,"Americas","United States","data analysis, data analytics, phd, research, leadership, statistics, communication, problem solving"
"41491","senior software engineer computer vision content safety","United States","USD",69000,128000,"ai-jobs.net",NA,6,"Americas","United States","airflow, big data, computer science, computer vision, engineering, genetics, lua, machine learning, mathematics, ml models, physics, python, pytorch, spark, sql, statistics, tensorflow, c#, typescript"
"41546","data science software engineer","Canada","USD",69000,128000,"ai-jobs.net",NA,NA,"Americas","Canada","athena, avro, aws, big data, ci/cd, data mining, data warehousing, distributed systems, ec2, json, kafka, machine learning, ml models, oop, parquet, pipelines, privacy, python, rdbms, redshift, research, spark, statistics, streaming, data analytics, data science, leadership, optimization, programming, xml"
"41462","hedis data analyst spectramedix east windsor new jersey remote hybrid","United States","USD",92000,130000,"ai-jobs.net","bachelor",6,"Americas","United States","data analysis, data analytics, python, sql, tableau, communication, microsoft sql server"
"41532","partner data analyst","Israel","USD",92000,130000,"ai-jobs.net","bachelor",2,"Asia","Israel","computer science, data analysis, data mining, data visualization, engineering, industrial, looker, mathematics, power bi, python, sql, statistics, communication, programming, tableau, curiosity"
"41541","sr business intelligence engineer amazon music disco","United States","USD",104000,202000,"ai-jobs.net","master",5,"Americas","United States","business intelligence, computer science, data visualization, data warehouse, data warehousing, engineering, etl, excel, mathematics, quicksight, sql, statistics, streaming, optimization, communication, problem solving, creativity, data driven decision making, data engineering, leadership, data modeling, tableau"
"41593","research engineer for high performance cooling of emobility braking systems fmdiv","Germany","USD",150000,249000,"ai-jobs.net","phd",NA,"Europe","Germany","agile, engineering, phd, physics, python, r, r&d, research, spark, testing, programming, scripting, c++, communication"
"41545","senior data scientist climate risk modeling","Canada","USD",129000,185000,"ai-jobs.net","phd",NA,"Americas","Canada","aws, bigquery, deep learning, engineering, gcp, google cloud, machine learning, ml models, phd, python, research, risk modeling, data science, cross validation, machine learning algorithms, programming, sql"
"41486","machine learning engineering intern","United States",NA,NA,NA,"ai-jobs.net",NA,NA,"Americas","United States","computer science, data mining, data pipelines, deep learning, engineering, hadoop, machine learning, model training, pipelines, prototyping, python, pytorch, r, scala, scikit learn, spark, sql, tensorflow, testing, xgboost, programming, leadership"
"41558","associate director data science remote","United States","USD",106000,179000,"ai-jobs.net","bachelor",5,"Americas","United States","bayesian, classification, clustering, data analysis, e commerce, machine learning, markov chain, mathematics, nlp, python, r, rdbms, research, sql, statistics, data science, leadership, statistical analysis, stem, programming, linear regression, logistic regression, hierarchical clustering, decision trees, monte carlo, communication, natural language processing"
"41483","senior scientist machine learning","United States","USD",69000,128000,"ai-jobs.net","phd",3,"Americas","United States","aws, biology, chemistry, computer science, data pipelines, deep learning, diffusion models, drug discovery, ec2, ecs, keras, machine learning, mathematics, pandas, phd, pipelines, python, pytorch, sagemaker, scikit learn, tensorflow, open source, data science, transformers, programming, communication"
"41515","senior data manager data connect","United Kingdom","USD",53240,72600,"ai-jobs.net",NA,NA,"Europe","United Kingdom","nonprofit, research, communication, leadership, teaching"
"41502","finance data engineer integration","United States","USD",115000,180000,"ai-jobs.net",NA,7,"Americas","United States","apis, data analysis, data pipelines, data visualization, engineering, etl, finance, genetics, hadoop, informatica, ms sql, pipelines, python, rdbms, redshift, scala, sql, superset, api, data modeling, data integration, automation, tableau"
"41587","data specialist trading application support","United Kingdom","USD",70000,148000,"ai-jobs.net",NA,NA,"Europe","United Kingdom","architecture"
"41516","junior data manager","Netherlands","USD",77000,134000,"ai-jobs.net","master",2,"Europe","Netherlands","computer science, consulting, data management, engineering, data processing, research"
"41521","data analyst central analytics","United States","USD",85000,170000,"ai-jobs.net","phd",3,"Americas","United States","a/b testing, computer science, data analysis, deep learning, economics, engineering, genetics, hadoop, machine learning, mathematics, phd, privacy, python, qlikview, spark, sql, statistics, leadership, programming, tableau, communication"
"41531","data analyst powerbi hf","France","USD",42000,60000,"ai-jobs.net",NA,NA,"Europe","France","excel, power bi, robotics, rpa, collaboration, sharepoint"
"41597","azure data architect","India","USD",55000,102000,"ai-jobs.net",NA,10,"Asia","India","agile, apis, architecture, azure, big data, computer science, data visualization, devops, engineering, etl, kpis, kubernetes, pipelines, sdlc, security, api, sql, scripting, data engineering, data processing, project management, problem solving, creativity"
"41533","climate data analyst intern asset impact paris or berlin","France",NA,NA,NA,"ai-jobs.net",NA,NA,"Europe","France","data analysis, excel, finance, python, r, rdbms, research, open source, collaboration, sql, net"
"41588","fair data lead","United Kingdom","USD",56000,105000,"ai-jobs.net","phd",10,"Europe","United Kingdom","agile, architecture, biology, chemistry, data management, data mining, data quality, drones, engineering, hpc, knime, nlp, open source, phd, pipelines, plotly, python, qlik, r, r&d, research, scrum, spotfire, sql, collaboration, stem, scripting, data science, bioinformatics, communication"
"41466","senior machine learning engineer visa ai as a service","United States","USD",109000,139000,"ai-jobs.net","phd",3,"Americas","United States","agile, ai governance, big data, c++, distributed systems, golang, machine learning, phd, privacy, scrum, leadership, problem solving, testing, c, communication, travel"
"41512","data engineer","Italy","USD",73000,120000,"ai-jobs.net",NA,NA,"Europe","Italy","agile, airflow, architecture, ci/cd, computer science, data pipelines, data warehouse, engineering, machine learning, mathematics, mlops, nosql, pipelines, postgresql, privacy, python, rdbms, scala, sql, terraform, creativity, data structure, testing"
